1,21123,Nochmals Durchschau von PLF-Ticket PLF-18123 für morgige Besprechung - Evaluierung welche globalen Konfigs und JkMounts relevant sind,120,15.06.2025,12:01:24,na,na
2,21456,abc,90,15.06.2025,12:10:42,na,na
3,na,VSE CORE Backlog Replenishment,180,15.06.2025,12:15:24,na,na
4,na,Austauschrunde mit Uwe,40,15.06.2025,15:26:42,na,na
